,strong,weak,input,type,benchmark,Logistic Regression,SVM,MLP,Ensemble,RouteLLM
0,gpt-4o,llama3-8b,internal state,1/2,TestEval_line,0.6664179104477612,0.6970149253731344,0.6865671641791045,0.6664179104477612,0.6567164179104478
1,gpt-4o,llama3-8b,internal state,2/3,TestEval_line,0.6970149253731344,0.7171641791044776,0.7067164179104478,0.6567164179104478,0.6865671641791045
2,gpt-4o,llama3-8b,internal state,3/4,TestEval_line,0.7171641791044776,0.7373134328358208,0.7268656716417911,0.7171641791044776,0.6567164179104478
3,gpt-4o,llama3-8b,prompt embedding,nomic-embed-text,TestEval_line,0.8082089552238806,0.8485074626865672,0.7776119402985074,0.7977611940298508,0.8283582089552238
4,gpt-4o,llama3-8b,prompt embedding,text-embedding-3-large,TestEval_line,0.7574626865671642,0.7171641791044776,0.7268656716417911,0.7268656716417911,0.7873134328358209
5,gpt-4o,llama3-8b,prompt embedding,text-embedding-3-small,TestEval_line,0.7574626865671642,0.7171641791044776,0.7268656716417911,0.7373134328358208,0.7873134328358209
6,gpt-4o,llama3.1-8b,internal state,1/2,TestEval_line,0.7574626865671642,0.7574626865671642,0.7171641791044776,0.7574626865671642,0.6664179104477612
7,gpt-4o,llama3.1-8b,internal state,2/3,TestEval_line,0.7268656716417911,0.7373134328358208,0.6865671641791045,0.676865671641791,0.7373134328358208
8,gpt-4o,llama3.1-8b,internal state,3/4,TestEval_line,0.7574626865671642,0.7574626865671642,0.7067164179104478,0.7171641791044776,0.7067164179104478
9,gpt-4o,llama3.1-8b,prompt embedding,nomic-embed-text,TestEval_line,0.7873134328358209,0.7373134328358208,0.7776119402985074,0.7671641791044777,0.7776119402985074
10,gpt-4o,llama3.1-8b,prompt embedding,text-embedding-3-large,TestEval_line,0.676865671641791,0.6865671641791045,0.7574626865671642,0.6865671641791045,0.7776119402985074
11,gpt-4o,llama3.1-8b,prompt embedding,text-embedding-3-small,TestEval_line,0.6865671641791045,0.6865671641791045,0.7268656716417911,0.6865671641791045,0.7873134328358209
12,gpt-4o,mistral-nemo-12b,internal state,1/2,TestEval_line,0.8082089552238806,0.7977611940298508,0.7671641791044777,0.7671641791044777,0.7574626865671642
13,gpt-4o,mistral-nemo-12b,internal state,2/3,TestEval_line,0.6970149253731344,0.6462686567164179,0.6462686567164179,0.6365671641791045,0.6567164179104478
14,gpt-4o,mistral-nemo-12b,internal state,3/4,TestEval_line,0.6664179104477612,0.6970149253731344,0.6567164179104478,0.585820895522388,0.6462686567164179
15,gpt-4o,mistral-nemo-12b,prompt embedding,nomic-embed-text,TestEval_line,0.7574626865671642,0.8283582089552238,0.7776119402985074,0.7671641791044777,0.8082089552238806
16,gpt-4o,mistral-nemo-12b,prompt embedding,text-embedding-3-large,TestEval_line,0.676865671641791,0.7470149253731343,0.7373134328358208,0.6567164179104478,0.7268656716417911
17,gpt-4o,mistral-nemo-12b,prompt embedding,text-embedding-3-small,TestEval_line,0.676865671641791,0.7067164179104478,0.7373134328358208,0.6970149253731344,0.7268656716417911
18,gpt-4o,qwen2.5-coder-7b,internal state,1/2,TestEval_line,0.7067164179104478,0.7574626865671642,0.6865671641791045,0.7171641791044776,0.8380597014925373
19,gpt-4o,qwen2.5-coder-7b,internal state,2/3,TestEval_line,0.7873134328358209,0.8686567164179104,0.6365671641791045,0.6865671641791045,0.7671641791044777
