,strong,weak,input,type,benchmark,Logistic Regression,SVM,MLP,Ensemble,RouteLLM
0,gpt-4o,llama3-8b,internal state,1/2,TestEval_line,0.908955223880597,0.8888059701492538,0.8985074626865671,0.8686567164179104,0.9186567164179105
1,gpt-4o,llama3-8b,internal state,2/3,TestEval_line,0.8985074626865671,0.8888059701492538,0.8985074626865671,0.908955223880597,0.9492537313432836
2,gpt-4o,llama3-8b,internal state,3/4,TestEval_line,0.9291044776119403,0.9186567164179105,0.9388059701492537,0.908955223880597,0.8888059701492538
3,gpt-4o,llama3-8b,prompt embedding,nomic-embed-text,TestEval_line,0.9492537313432836,0.9694029850746269,0.9186567164179105,0.9388059701492537,0.9492537313432836
4,gpt-4o,llama3-8b,prompt embedding,text-embedding-3-large,TestEval_line,0.9388059701492537,0.9291044776119403,0.9388059701492537,0.8985074626865671,0.9388059701492537
5,gpt-4o,llama3-8b,prompt embedding,text-embedding-3-small,TestEval_line,0.9388059701492537,0.9291044776119403,0.908955223880597,0.8686567164179104,0.9388059701492537
6,gpt-4o,llama3.1-8b,internal state,1/2,TestEval_line,0.9492537313432836,0.9388059701492537,0.9186567164179105,0.9186567164179105,0.8888059701492538
7,gpt-4o,llama3.1-8b,internal state,2/3,TestEval_line,0.9388059701492537,0.9291044776119403,0.908955223880597,0.9291044776119403,0.908955223880597
8,gpt-4o,llama3.1-8b,internal state,3/4,TestEval_line,0.9492537313432836,0.9492537313432836,0.9291044776119403,0.9388059701492537,0.8888059701492538
9,gpt-4o,llama3.1-8b,prompt embedding,nomic-embed-text,TestEval_line,0.9492537313432836,0.908955223880597,0.9492537313432836,0.9186567164179105,0.9589552238805971
10,gpt-4o,llama3.1-8b,prompt embedding,text-embedding-3-large,TestEval_line,0.8686567164179104,0.8985074626865671,0.9388059701492537,0.8985074626865671,0.9492537313432836
11,gpt-4o,llama3.1-8b,prompt embedding,text-embedding-3-small,TestEval_line,0.8686567164179104,0.8985074626865671,0.9186567164179105,0.908955223880597,0.9492537313432836
12,gpt-4o,mistral-nemo-12b,internal state,1/2,TestEval_line,0.9589552238805971,0.9291044776119403,0.9492537313432836,0.9694029850746269,0.9492537313432836
13,gpt-4o,mistral-nemo-12b,internal state,2/3,TestEval_line,0.9291044776119403,0.8783582089552239,0.8783582089552239,0.908955223880597,0.8485074626865672
14,gpt-4o,mistral-nemo-12b,internal state,3/4,TestEval_line,0.8985074626865671,0.8686567164179104,0.9388059701492537,0.8783582089552239,0.817910447761194
15,gpt-4o,mistral-nemo-12b,prompt embedding,nomic-embed-text,TestEval_line,0.9492537313432836,0.9791044776119403,0.908955223880597,0.9492537313432836,0.9388059701492537
16,gpt-4o,mistral-nemo-12b,prompt embedding,text-embedding-3-large,TestEval_line,0.9291044776119403,0.8888059701492538,0.9388059701492537,0.9492537313432836,0.8985074626865671
